name,year,duration,genre,rating,votes,director,actor_1,actor_2,actor_3
devi ahilya bai,2002,146,Drama,6.6,17,Jayoo,Natiker,Sadashiv Amrapurkar,Shabana Azmi
devi ahilya bai,2002,146,History,6.6,17,Jayoo,Natiker,Sadashiv Amrapurkar,Shabana Azmi
devi aur hero,2019,117,Drama,7.8,15,Aditya Kripalani,Ahmareen Anjum,Chitrangada Chakraborty,Vibhawari Deshpande
devi putrudu,2004,161,Action,5.8,260,Kodi Ramakrishna,Venkatesh Daggubati,Anjala Zaveri,Soundarya
devi putrudu,2004,161,Drama,5.8,260,Kodi Ramakrishna,Venkatesh Daggubati,Anjala Zaveri,Soundarya
devi putrudu,2004,161,Fantasy,5.8,260,Kodi Ramakrishna,Venkatesh Daggubati,Anjala Zaveri,Soundarya
devil (maupassant's le diable),2019,79,Drama,5.2,16,Kshitij Sharma,Kshitij Sharma,Anoma Pabuwal,Deeya Dey
devil's daughter,2019,89,Comedy,2.6,172,Ghorban Mohammadpour,Hamid Farokhnezhad,Esha Gupta,Jackie Shroff
devil's daughter,2019,89,Drama,2.6,172,Ghorban Mohammadpour,Hamid Farokhnezhad,Esha Gupta,Jackie Shroff
devil's daughter,2019,89,Fantasy,2.6,172,Ghorban Mohammadpour,Hamid Farokhnezhad,Esha Gupta,Jackie Shroff
devta,1956,178,Adventure,5.7,16,Pattanna,Vyjayanthimala,Anjali Devi,Gemini Ganesan
devta,1956,178,Drama,5.7,16,Pattanna,Vyjayanthimala,Anjali Devi,Gemini Ganesan
devta,1998,177,Action,3.5,21,Jagdish A. Sharma,Arun Bakshi,Mithun Chakraborty,Mushtaq Khan
dhaad,2018,135,Action,5.5,13,Paresh Naik,Sameera Awasthi,Nandita Das,Sandeep Kulkarni
dhaai akshar prem ke,2000,167,Drama,3.7,1313,Raj Kanwar,Abhishek Bachchan,Aishwarya Rai Bachchan,Amrish Puri
dhaai akshar prem ke,2000,167,Romance,3.7,1313,Raj Kanwar,Abhishek Bachchan,Aishwarya Rai Bachchan,Amrish Puri
dhaal the battle of law against law,1997,148,Action,5.1,68,Sameer Malkan,Vinod Khanna,Sunil Shetty,Gautami
dhaal the battle of law against law,1997,148,Drama,5.1,68,Sameer Malkan,Vinod Khanna,Sunil Shetty,Gautami
dhadak,2018,138,Drama,4.5,9399,Shashank Khaitan,Janhvi Kapoor,Ishaan Khattar,Ashutosh Rana
dhadak,2018,138,Romance,4.5,9399,Shashank Khaitan,Janhvi Kapoor,Ishaan Khattar,Ashutosh Rana
dhadkan,2000,161,Drama,6.5,6953,Dharmesh Darshan,Akshay Kumar,Shilpa Shetty Kundra,Sunil Shetty
dhadkan,2000,161,Romance,6.5,6953,Dharmesh Darshan,Akshay Kumar,Shilpa Shetty Kundra,Sunil Shetty
dhadkanein,2006,146,Action,4.4,12,Imran Khalid,Attin Bhalla,Preeti,Harsh Chhaya
dhadkanein,2006,146,Crime,4.4,12,Imran Khalid,Attin Bhalla,Preeti,Harsh Chhaya
dhadkanein,2006,146,Drama,4.4,12,Imran Khalid,Attin Bhalla,Preeti,Harsh Chhaya
dhamaal,2007,136,Action,7.3,13878,Indra Kumar,Sanjay Dutt,Riteish Deshmukh,Arshad Warsi
dhamaal,2007,136,Adventure,7.3,13878,Indra Kumar,Sanjay Dutt,Riteish Deshmukh,Arshad Warsi
dhamaal,2007,136,Comedy,7.3,13878,Indra Kumar,Sanjay Dutt,Riteish Deshmukh,Arshad Warsi
dhamkee,1973,132,Action,5.4,14,Kalpataru,Vinod Khanna,Kumkum,Mehmood Jr.
dhamkee,1973,132,Crime,5.4,14,Kalpataru,Vinod Khanna,Kumkum,Mehmood Jr.
dhamkee,1973,132,Drama,5.4,14,Kalpataru,Vinod Khanna,Kumkum,Mehmood Jr.
dhan daulat,1980,146,Drama,6.5,57,Harish Shah,Rishi Kapoor,Neetu Singh,Pran
dhan dhana dhan goal,2007,167,Drama,5,2410,Vivek Agnihotri,John Abraham,Arshad Warsi,Bipasha Basu
dhan dhana dhan goal,2007,167,Sport,5,2410,Vivek Agnihotri,John Abraham,Arshad Warsi,Bipasha Basu
dhanwaan,1993,123,Comedy,3.4,252,K. Viswanath,Ajay Devgn,Manisha Koirala,Karisma Kapoor
dhanwaan,1993,123,Drama,3.4,252,K. Viswanath,Ajay Devgn,Manisha Koirala,Karisma Kapoor
dhanwaan,1993,123,Romance,3.4,252,K. Viswanath,Ajay Devgn,Manisha Koirala,Karisma Kapoor
dhanwan,1981,152,Crime,7.3,55,Surendra Mohan,Rajesh Khanna,Reena Roy,Rakesh Roshan
dhanwan,1981,152,Drama,7.3,55,Surendra Mohan,Rajesh Khanna,Reena Roy,Rakesh Roshan
dhanwan,1981,152,Family,7.3,55,Surendra Mohan,Rajesh Khanna,Reena Roy,Rakesh Roshan
dhara,2008,95,Drama,4.3,11,Masud Mirza,Sudhanshu Pandey,Hrishitaa Bhatt,Anuj Punj
dhara,2008,95,Romance,4.3,11,Masud Mirza,Sudhanshu Pandey,Hrishitaa Bhatt,Anuj Punj
dhara 302,2016,148,Drama,4.4,16,Jitendra Singh Naruka,Muntazir Ahmad,Dipti Dhotre,Dipti
dharam karam,1975,159,Family,6,140,Randhir Kapoor,Raj Kapoor,Randhir Kapoor,Rekha
dharam karam,1975,159,Drama,6,140,Randhir Kapoor,Raj Kapoor,Randhir Kapoor,Rekha
dharam sankat,1991,155,Action,3.5,21,N.D. Kothari,Vinod Khanna,Amrita Singh,Sahila Chaddha
dharam sankat,1991,155,Drama,3.5,21,N.D. Kothari,Vinod Khanna,Amrita Singh,Sahila Chaddha
dharam sankat mein,2015,129,Comedy,6.3,2118,Fuwad Khan,Naseeruddin Shah,Paresh Rawal,Annu Kapoor
dharam veer,1977,165,Action,6.7,715,Manmohan Desai,Dharmendra,Zeenat Aman,Jeetendra
dharam veer,1977,165,Adventure,6.7,715,Manmohan Desai,Dharmendra,Zeenat Aman,Jeetendra
dharam veer,1977,165,Comedy,6.7,715,Manmohan Desai,Dharmendra,Zeenat Aman,Jeetendra
dharavi,1992,120,Crime,7,289,Sudhir Mishra,Somesh Agarwal,Shabana Azmi,Pramod Bala
dharavi,1992,120,Drama,7,289,Sudhir Mishra,Somesh Agarwal,Shabana Azmi,Pramod Bala
dharm adhikari,1986,159,Action,5.8,94,K. Raghavendra Rao,M. Madhusudhana Rao,Dilip Kumar,Jeetendra
dharm adhikari,1986,159,Comedy,5.8,94,K. Raghavendra Rao,M. Madhusudhana Rao,Dilip Kumar,Jeetendra
dharm adhikari,1986,159,Drama,5.8,94,K. Raghavendra Rao,M. Madhusudhana Rao,Dilip Kumar,Jeetendra
dharma karma,1997,128,Action,5.8,34,Ravi Varma,Gajendra Chauhan,Dan Dhanoa,Dharmendra
dharma karma,1997,128,Drama,5.8,34,Ravi Varma,Gajendra Chauhan,Dan Dhanoa,Dharmendra
dharmatma,1975,163,Action,6.7,295,Feroz Khan,Prem Nath,Feroz Khan,Hema Malini
dharmatma,1975,163,Romance,6.7,295,Feroz Khan,Prem Nath,Feroz Khan,Hema Malini
dharmatma,1975,163,Thriller,6.7,295,Feroz Khan,Prem Nath,Feroz Khan,Hema Malini
dharmputra,1961,150,Drama,7.3,87,Yash Chopra,Mala Sinha,Shashi Kapoor,Rehman
dharti,2011,126,Crime,7,357,Navaniat Singh,Jimmy Sheirgill,Surveen Chawla,Japji Khaira
dharti,2011,126,Drama,7,357,Navaniat Singh,Jimmy Sheirgill,Surveen Chawla,Japji Khaira
dharti,2011,126,Thriller,7,357,Navaniat Singh,Jimmy Sheirgill,Surveen Chawla,Japji Khaira
dharti ke lal,1950,125,Drama,6.4,16,Khwaja Ahmad Abbas,Rashid Ahmed,Hameed Butt,Usha Dutta
dharti ke lal,1950,125,History,6.4,16,Khwaja Ahmad Abbas,Rashid Ahmed,Hameed Butt,Usha Dutta
dhh,2017,128,Drama,7.8,235,Manish Saini,Naseeruddin Shah,Kahaan,Karan Patel
dhh,2017,128,Family,7.8,235,Manish Saini,Naseeruddin Shah,Kahaan,Karan Patel
dhill,2001,158,Action,7,810,Dharani,Vikram,Laila,Ashish Vidyarthi
dhill,2001,158,Drama,7,810,Dharani,Vikram,Laila,Ashish Vidyarthi
dhira,2020,117,Animation,6.5,388,Arun Kumar Rapolu,Vivek Oberoi,Vijay Sethupathi,Sai Srinivas Bellamkonda
dhobi ghat,2010,100,Drama,7,12695,Kiran Rao,Prateik,Monica Dogra,Kriti Malhotra
dhokha,2007,117,Action,6.2,455,Pooja Bhatt,Muzamil Ibrahim,Tulip Joshi,Aushima Sawhney
dhokha,2007,117,Drama,6.2,455,Pooja Bhatt,Muzamil Ibrahim,Tulip Joshi,Aushima Sawhney
dhokha,2007,117,Romance,6.2,455,Pooja Bhatt,Muzamil Ibrahim,Tulip Joshi,Aushima Sawhney
dhol,2007,145,Comedy,6.3,5501,Priyadarshan,Aman Ullah,Sharman Joshi,Tusshar Kapoor
dhol,2007,145,Crime,6.3,5501,Priyadarshan,Aman Ullah,Sharman Joshi,Tusshar Kapoor
dhol,2007,145,Mystery,6.3,5501,Priyadarshan,Aman Ullah,Sharman Joshi,Tusshar Kapoor
dholak,1951,155,Comedy,6.3,6,Roop K. Shorey,Ajit,Meena Shorey,Shyamlal
dholak,1951,155,Romance,6.3,6,Roop K. Shorey,Ajit,Meena Shorey,Shyamlal
dhongee,1979,122,Action,4.5,22,Ashok Roy,Randhir Kapoor,Neetu Singh,Asrani
dhongee,1979,122,Comedy,4.5,22,Ashok Roy,Randhir Kapoor,Neetu Singh,Asrani
dhongee,1979,122,Drama,4.5,22,Ashok Roy,Randhir Kapoor,Neetu Singh,Asrani
dhool ka phool,1959,153,Drama,6.7,158,Yash Chopra,Mala Sinha,Rajendra Kumar,Nanda
dhoom,2004,129,Action,6.7,18768,Sanjay Gadhvi,Abhishek Bachchan,John Abraham,Uday Chopra
dhoom,2004,129,Crime,6.7,18768,Sanjay Gadhvi,Abhishek Bachchan,John Abraham,Uday Chopra
dhoom,2004,129,Drama,6.7,18768,Sanjay Gadhvi,Abhishek Bachchan,John Abraham,Uday Chopra
dhoom 2,2006,152,Action,6.5,24610,Sanjay Gadhvi,Hrithik Roshan,Abhishek Bachchan,Aishwarya Rai Bachchan
dhoom 2,2006,152,Crime,6.5,24610,Sanjay Gadhvi,Hrithik Roshan,Abhishek Bachchan,Aishwarya Rai Bachchan
dhoom 2,2006,152,Thriller,6.5,24610,Sanjay Gadhvi,Hrithik Roshan,Abhishek Bachchan,Aishwarya Rai Bachchan
dhoom 3,2013,172,Action,5.4,43831,Vijay Krishna Acharya,Aamir Khan,Katrina Kaif,Abhishek Bachchan
dhoom 3,2013,172,Crime,5.4,43831,Vijay Krishna Acharya,Aamir Khan,Katrina Kaif,Abhishek Bachchan
dhoom 3,2013,172,Thriller,5.4,43831,Vijay Krishna Acharya,Aamir Khan,Katrina Kaif,Abhishek Bachchan
dhoom dadakka,2008,128,Comedy,3.4,87,Shashi Ranjan,Jackie Shroff,Anupam Kher,Satish Shah
dhoom dadakka,2008,128,Crime,3.4,87,Shashi Ranjan,Jackie Shroff,Anupam Kher,Satish Shah
dhoom dadakka,2008,128,Drama,3.4,87,Shashi Ranjan,Jackie Shroff,Anupam Kher,Satish Shah
dhoondte reh jaoge,2009,131,Comedy,5.6,751,Umesh Shukla,Paresh Rawal,Kunal Khemu,Sonu Sood
dhoondte reh jaoge,2009,131,Drama,5.6,751,Umesh Shukla,Paresh Rawal,Kunal Khemu,Sonu Sood
dhoop,2003,126,Drama,7.2,242,Ashwini Chaudhary,Om Puri,Revathi,Gul Panag
dhoti lota aur chowpatty,1975,139,Comedy,4.5,19,Mohan Choti,Bindu,Laxmi Chhaya,Mohan Choti
dhruvanakshatram,1989,147,Action,8.1,90,Y. Nageswara Rao,Mohan Babu,Brahmanandam,Venkatesh Daggubati
dhruvanakshatram,1989,147,Drama,8.1,90,Y. Nageswara Rao,Mohan Babu,Brahmanandam,Venkatesh Daggubati
dhuan,1981,152,Drama,7.2,78,Dulal Guha,Rakhee Gulzar,Mithun Chakraborty,Ranjeeta Kaur
dhumm,2002,139,Action,6.9,58,M.S. Ramesh,Sudeep,Rakshitha,Srinath
dhumm,2002,139,Drama,6.9,58,M.S. Ramesh,Sudeep,Rakshitha,Srinath
dhumm,2002,139,Family,6.9,58,M.S. Ramesh,Sudeep,Rakshitha,Srinath
dhund,1973,130,Drama,7.2,529,B.R. Chopra,Navin Nischol,Zeenat Aman,Sanjay Khan
dhund,1973,130,Mystery,7.2,529,B.R. Chopra,Navin Nischol,Zeenat Aman,Sanjay Khan
dhund,1973,130,Thriller,7.2,529,B.R. Chopra,Navin Nischol,Zeenat Aman,Sanjay Khan
dhund the fog,2003,153,Adventure,2.4,247,Shyam Ramsay,Amar Upadhyay,Aditi Govitrikar,Apoorva Agnihotri
dhund the fog,2003,153,Horror,2.4,247,Shyam Ramsay,Amar Upadhyay,Aditi Govitrikar,Apoorva Agnihotri
dhund the fog,2003,153,Mystery,2.4,247,Shyam Ramsay,Amar Upadhyay,Aditi Govitrikar,Apoorva Agnihotri
dhuusar,2019,106,Biography,8.9,47,Snehashish Mondal,Soumi Saha,Arpita Banerjee,Ritwik Bhowmik
dhuusar,2019,106,Crime,8.9,47,Snehashish Mondal,Soumi Saha,Arpita Banerjee,Ritwik Bhowmik
dhuusar,2019,106,Drama,8.9,47,Snehashish Mondal,Soumi Saha,Arpita Banerjee,Ritwik Bhowmik
dial 100,1982,145,Action,6.1,17,S. Ramanathan,Ashok Kumar,Vinod Mehra,Bindiya Goswami
dial 100,1982,145,Crime,6.1,17,S. Ramanathan,Ashok Kumar,Vinod Mehra,Bindiya Goswami
dial 100,1982,145,Drama,6.1,17,S. Ramanathan,Ashok Kumar,Vinod Mehra,Bindiya Goswami
diamond queen,1940,155,Action,6.1,31,Homi Wadia,Fearless Nadia,Radharani,Nazira
diamond queen,1940,155,Adventure,6.1,31,Homi Wadia,Fearless Nadia,Radharani,Nazira
diary of a butterfly,2012,97,Drama,3.6,88,Vinod Mukhi,Udita Goswami,Sofia Hayat,Ronny Jhutti
didi,1989,59,Drama,7.6,7,Tapan Sinha,Gyanesh Mukherjee,Deepti Naval,Ritesh Talwar
didi,1989,59,Family,7.6,7,Tapan Sinha,Gyanesh Mukherjee,Deepti Naval,Ritesh Talwar
diksha,1991,120,Drama,7,170,Arun Kaul,Sulabha Arya,Vijay Kashyap,Anubhav Mishra
dil,1990,172,Comedy,6.7,5017,Indra Kumar,Aamir Khan,Madhuri Dixit,Saeed Jaffrey
dil,1990,172,Drama,6.7,5017,Indra Kumar,Aamir Khan,Madhuri Dixit,Saeed Jaffrey
dil,1990,172,Romance,6.7,5017,Indra Kumar,Aamir Khan,Madhuri Dixit,Saeed Jaffrey
dil aashna hai (...the heart knows),1992,164,Drama,5,1536,Hema Malini,Jeetendra,Mithun Chakraborty,Dimple Kapadia
dil aashna hai (...the heart knows),1992,164,Romance,5,1536,Hema Malini,Jeetendra,Mithun Chakraborty,Dimple Kapadia
dil aur deewaar,1978,156,Action,5.5,30,K. Bapaiah,Jeetendra,Moushumi Chatterjee,Rakesh Roshan
dil aur deewaar,1978,156,Crime,5.5,30,K. Bapaiah,Jeetendra,Moushumi Chatterjee,Rakesh Roshan
dil aur deewaar,1978,156,Drama,5.5,30,K. Bapaiah,Jeetendra,Moushumi Chatterjee,Rakesh Roshan
dil aur mohabbat,1968,137,Action,6.1,20,Anand Dutta,Ashok Kumar,Joy Mukherjee,Sharmila Tagore
dil bechara,2020,101,Comedy,6.6,117377,Mukesh Chhabra,Sushant Singh Rajput,Sanjana Sanghi,Sahil Vaid
dil bechara,2020,101,Drama,6.6,117377,Mukesh Chhabra,Sushant Singh Rajput,Sanjana Sanghi,Sahil Vaid
dil bechara,2020,101,Romance,6.6,117377,Mukesh Chhabra,Sushant Singh Rajput,Sanjana Sanghi,Sahil Vaid
dil bole hadippa!,2009,148,Comedy,4.6,3902,Anurag Singh,Shahid Kapoor,Rani Mukerji,Anupam Kher
dil bole hadippa!,2009,148,Drama,4.6,3902,Anurag Singh,Shahid Kapoor,Rani Mukerji,Anupam Kher
dil bole hadippa!,2009,148,Romance,4.6,3902,Anurag Singh,Shahid Kapoor,Rani Mukerji,Anupam Kher
dil chahta hai,2001,183,Comedy,8.1,68138,Farhan Akhtar,Aamir Khan,Saif Ali Khan,Akshaye Khanna
dil chahta hai,2001,183,Drama,8.1,68138,Farhan Akhtar,Aamir Khan,Saif Ali Khan,Akshaye Khanna
dil chahta hai,2001,183,Romance,8.1,68138,Farhan Akhtar,Aamir Khan,Saif Ali Khan,Akshaye Khanna
dil deke dekho,1959,187,Musical,7,146,Nasir Hussain,Shammi Kapoor,Asha Parekh,Sulochana Latkar
dil deke dekho,1959,187,Romance,7,146,Nasir Hussain,Shammi Kapoor,Asha Parekh,Sulochana Latkar
dil dhadakne do,2015,170,Comedy,6.9,15722,Zoya Akhtar,Anil Kapoor,Shefali Shah,Priyanka Chopra Jonas
dil dhadakne do,2015,170,Drama,6.9,15722,Zoya Akhtar,Anil Kapoor,Shefali Shah,Priyanka Chopra Jonas
dil dhadakne do,2015,170,Romance,6.9,15722,Zoya Akhtar,Anil Kapoor,Shefali Shah,Priyanka Chopra Jonas
dil diwana,1974,134,Comedy,6.2,33,Narendra Bedi,Randhir Kapoor,Jaya Bachchan,Satyendra Kapoor
dil diwana,1974,134,Romance,6.2,33,Narendra Bedi,Randhir Kapoor,Jaya Bachchan,Satyendra Kapoor
dil diya dard liya,1966,169,Drama,6.4,119,Abdul Rashid Kardar,Dilip Kumar,Dilip Kumar,Waheeda Rehman
dil diya dard liya,1966,169,Musical,6.4,119,Abdul Rashid Kardar,Dilip Kumar,Dilip Kumar,Waheeda Rehman
dil diya dard liya,1966,169,Romance,6.4,119,Abdul Rashid Kardar,Dilip Kumar,Dilip Kumar,Waheeda Rehman
dil diya hai,2006,121,Drama,3.5,473,Aditya Datt,Emraan Hashmi,Ashmit Patel,Geeta Basra
dil diya hai,2006,121,Romance,3.5,473,Aditya Datt,Emraan Hashmi,Ashmit Patel,Geeta Basra
dil diya hai,2006,121,Thriller,3.5,473,Aditya Datt,Emraan Hashmi,Ashmit Patel,Geeta Basra
dil dosti etc,2007,112,Comedy,7,2793,Manish Tiwary,Imaaduddin Shah,Shreyas Talpade,Smriti Mishra
dil dosti etc,2007,112,Crime,7,2793,Manish Tiwary,Imaaduddin Shah,Shreyas Talpade,Smriti Mishra
dil dosti etc,2007,112,Drama,7,2793,Manish Tiwary,Imaaduddin Shah,Shreyas Talpade,Smriti Mishra
dil ek mandir,1963,148,Drama,6.7,129,C.V. Sridhar,Meena Kumari,Rajendra Kumar,Raaj Kumar
dil ek mandir,1963,148,Musical,6.7,129,C.V. Sridhar,Meena Kumari,Rajendra Kumar,Raaj Kumar
dil ek mandir,1963,148,Romance,6.7,129,C.V. Sridhar,Meena Kumari,Rajendra Kumar,Raaj Kumar
dil hai betaab,1993,157,Action,3.1,114,K.C. Bokadia,Vivek Mushran,Ajay Devgn,Pratibha Sinha
dil hai betaab,1993,157,Drama,3.1,114,K.C. Bokadia,Vivek Mushran,Ajay Devgn,Pratibha Sinha
dil hai betaab,1993,157,Romance,3.1,114,K.C. Bokadia,Vivek Mushran,Ajay Devgn,Pratibha Sinha
dil hai ki manta nahin,1991,154,Adventure,7.3,4087,Mahesh Bhatt,Aamir Khan,Pooja Bhatt,Anupam Kher
dil hai ki manta nahin,1991,154,Comedy,7.3,4087,Mahesh Bhatt,Aamir Khan,Pooja Bhatt,Anupam Kher
dil hai ki manta nahin,1991,154,Drama,7.3,4087,Mahesh Bhatt,Aamir Khan,Pooja Bhatt,Anupam Kher
dil hai tumhaara,2002,185,Drama,5.3,1720,Kundan Shah,Arjun Rampal,Preity Zinta,Mahima Chaudhry
dil hai tumhaara,2002,185,Romance,5.3,1720,Kundan Shah,Arjun Rampal,Preity Zinta,Mahima Chaudhry
dil hi to hai,1963,128,Comedy,7.1,122,C.L. Rawal,P.L. Santoshi,Raj Kapoor,Nutan
dil hi to hai,1963,128,Drama,7.1,122,C.L. Rawal,P.L. Santoshi,Raj Kapoor,Nutan
dil hi to hai,1963,128,Romance,7.1,122,C.L. Rawal,P.L. Santoshi,Raj Kapoor,Nutan
dil hi to hai,1992,164,Drama,5.1,102,Asrani,Divya Bharti,Gulshan Grover,Amjad Khan
dil hi to hai,1992,164,Romance,5.1,102,Asrani,Divya Bharti,Gulshan Grover,Amjad Khan
dil jo bhi kahey...,2005,144,Drama,4.6,332,Romesh Sharma,Amitabh Bachchan,Revathi,Karan Sharma
dil jo bhi kahey...,2005,144,Romance,4.6,332,Romesh Sharma,Amitabh Bachchan,Revathi,Karan Sharma
dil jo na keh saka,2017,130,Romance,5.3,103,Naresh Lalwani,Himansh Kohli,Priya Banerjee,Bhuvnesh Mann
dil juunglee,2018,124,Comedy,3.7,417,Aleya Sen,Taapsee Pannu,Saqib Saleem,Nidhi Singh
dil juunglee,2018,124,Romance,3.7,417,Aleya Sen,Taapsee Pannu,Saqib Saleem,Nidhi Singh
dil ka kya kasoor,1992,157,Musical,5.7,191,Lawrence D'Souza,Prithvi,Divya Bharti,Sanam
dil ka kya kasoor,1992,157,Romance,5.7,191,Lawrence D'Souza,Prithvi,Divya Bharti,Sanam
dil ka rishta,2003,150,Drama,4.8,1615,Naresh Malhotra,Arjun Rampal,Aishwarya Rai Bachchan,Priyanshu Chatterjee
dil ka rishta,2003,150,Musical,4.8,1615,Naresh Malhotra,Arjun Rampal,Aishwarya Rai Bachchan,Priyanshu Chatterjee
dil ka rishta,2003,150,Romance,4.8,1615,Naresh Malhotra,Arjun Rampal,Aishwarya Rai Bachchan,Priyanshu Chatterjee
dil ka sauda,2014,136,Action,5.3,6,Lalji B. Yadav,Dilip Tadeshwar,Rakhi Sawant,Donny Kapoor
dil ka sauda,2014,136,Crime,5.3,6,Lalji B. Yadav,Dilip Tadeshwar,Rakhi Sawant,Donny Kapoor
